id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM161962_Treat	0.0683566774822245	0	0.0575934092546606	0.0802133184026739	0	0.122167045036205	0	0	0.0434045409884531	0	0.0204244346541982	0.00366396127099032	0.044404504849669	0.0498226235483569	0.00870194774053888	0.440663828880903	0.000964479987628927	0.0070041622900424	0.0503991392349381	0	0	0.00221592637851681
GSM161963_Treat	0.0831146397404954	0	0.0651117265094286	0.0785995301444921	0	0.144993513685194	0	0	0.0400401541986352	0	0.00892380635737508	0.00938166939544747	0.0699127530238538	0.0310670425539038	0.0452238790124438	0.361792569697458	0.0016258921774093	0	0.0602128235038638	0	0	0
GSM161964_Treat	0.0754955927339354	0	0.0450969437782194	0.106038981789484	0	0.0467471079976378	0	0	0.0529024681938323	0	0.00687784470321547	0.0258297963580148	0.0487343085698455	0.0659380019428586	0.0272937407952367	0.370306236959134	0	0.00633106081397558	0.092629115107808	0	0	0.0297788002568026
GSM161965_Treat	0.0809330810342054	0	0.0459768714808988	0.122918724751549	0	0.0789852574320418	0	0.0047341141067778	0.0149291237156149	0	0	0.0411538352352315	0.0676287462021162	0.0425559638063945	0.0371679510385907	0.344693937188699	0.0161539454172009	0.0031047493402183	0.0934068318110551	0	0	0.00565686743940634
GSM161945_Treat	0.0756901084216167	0	0.0556331474755763	0.0961377889456911	0	0.1605037965483	0	0	0.0194778773693273	0	0	0.0237586634518699	0.076787074302937	0.0526007669701589	0.0326713416157167	0.364024422765261	0	0	0.0396106817713707	0	0	0.00310433036217423
GSM161946_Treat	0.12776580470201	0	0.0496273810827832	0.0952320938894167	0	0.125100523494134	0	0	0.0488639151659413	0	0	0.0319578980960195	0.0698117780276283	0.0532014881979962	0.0314950150884833	0.271856217009143	0	0	0.0739343367745501	0	0	0.0211535484718942
GSM161949_Treat	0.0959462860539377	0	0.0514092716095755	0.0949700822644581	0	0.131633589217263	0	0	0	0	0	0.015183474361715	0.0483459885022876	0.0433862063371782	0.00933496494414692	0.385752690340008	0.00713476693984757	0.0187590977495823	0.067039247262191	0	0	0.0311043344178092
GSM161950_Treat	0.0378469428339803	0	0.0430028404702642	0.0642089530162478	0	0.0920102476308282	0	0	0.0297849141493933	0	0	0.0228159422149959	0.0788403352169625	0	0.0422388134497103	0.408064778924444	0.054938484391337	0	0.104015309970897	0	0	0.0222324377309395
GSM161951_Treat	0.0846756561201594	0	0.0548258347277582	0.0920131339922676	0	0.115704696559796	0	0	0.0557153246325851	0	0	0.0291283896007243	0.0533995399224539	0	0.0282415098059338	0.374784418290969	0	0	0.0989278334995273	0	0	0.0125836628478251
GSM161952_Treat	0.10135499635814	0	0.0313652529895251	0.0746897799672714	0	0.116162485829984	0	0	0.040262879803232	0	0	0.0136099391413361	0.0497439524339972	0.0534542692211638	0.0310346281097173	0.364990697590558	0	0	0.0968046165217374	0	0	0.0265265020333375
GSM161948_Treat	0.111424487730325	0	0.04139510188089	0.0809805728620948	0	0.125181342139259	0	0	0.0229143611773263	0	0	0.0353026538901394	0.0478875340090338	0.0249156950793389	0.0152427962845489	0.349345139572765	0.0225700707660974	0.00870517405524299	0.0998726746140032	0	0	0.0142623959389359
GSM161953_Treat	0.064324577648086	0	0.0627736831828659	0.0984213890035413	0	0.0907127286507505	0	0	0	0	0	0.0596668674319255	0.0393397469979141	0.0559620673526995	0.0698751724841135	0.341551307257047	0	0	0.103040158012148	0	0	0.0143323019789085
GSM161954_Treat	0.015749228769283	0.00539156675845716	0.0488640962008701	0.127568194648236	0	0.042840370765986	0	0.0157392520122796	0.0384038148388997	0	0	0.0496561684405936	0.0720366095773013	0.0661311964884713	0.0264540333983465	0.355270512917654	0	0.00399831287538434	0.12580561705182	0	0	0.00609102525641677
GSM161955_Treat	0.0133156336169936	0.0292210684590871	0.0429430649445244	0.193942115634969	0	0.0287348967195463	0	0	0.0380233384230756	0	0.0287741699221741	0.0135339589304839	0.063194943565345	0	0.034538353678417	0.428657362844596	0	0.0134422213089238	0.0407960985556793	0	0	0.0308827733961845
GSM161956_Treat	0.0895802709707836	0	0.0600566496245601	0.0517030802100524	0	0.143628379234916	0	0	0.0196372733109474	0	0	0.0183954961177047	0.0874653703326774	0.0336880661509757	0.0260236740211868	0.359246521882359	0.0171300062851038	0	0.0631017237580015	0	0	0.0303434881007314
GSM161957_Treat	0.0959819764386229	0	0.0539803241384221	0.134205956452372	0	0.0528811775715838	0	0	0.0843245009489797	0	0	0.0225523652723028	0.0357011030039169	0.0583390989512835	0.0251910956045638	0.393646819859084	0	0	0.037716235113487	0	0	0.00547934664538172
